6,700,45,1,1455,0,0,0
6,300,15,1,3021,0,0,1
6,700,75,1,1309,0,0,2
6,700,15,1,1417,0,0,3
6,300,45,1,540,0,0,4
6,300,75,1,443,0,0,5
6,700,15,1,1702,1,1,0
6,300,75,1,807,0,1,1
6,300,15,1,2898,0,1,2
6,300,45,1,760,0,1,3
6,700,45,1,990,0,1,4
6,700,75,1,778,0,1,5
6,300,15,1,1462,0,2,0
6,300,75,1,630,0,2,1
6,300,45,1,680,0,2,2
6,700,75,1,676,0,2,3
6,700,15,1,3243,0,2,4
6,700,45,1,2445,0,2,5
6,700,45,1,1138,0,3,0
6,700,15,1,3739,0,3,1
6,300,15,1,2667,0,3,2
6,300,45,1,1376,0,3,3
6,300,75,1,496,0,3,4
6,700,75,1,1506,0,3,5
6,700,45,1,783,0,4,0
6,300,75,1,438,0,4,1
6,300,15,1,1291,0,4,2
6,700,15,1,1606,0,4,3
6,300,45,1,1762,0,4,4
6,700,75,1,646,0,4,5
6,700,75,1,890,0,5,0
6,300,45,1,495,1,5,1
6,700,15,1,2954,0,5,2
6,300,75,1,1757,0,5,3
6,300,15,1,1681,0,5,4
6,700,45,1,1051,0,5,5
6,700,45,1,1234,0,6,0
6,700,15,1,3624,0,6,1
6,700,75,1,646,0,6,2
6,300,15,1,1064,0,6,3
6,300,75,1,464,0,6,4
6,300,45,1,1048,0,6,5
6,700,15,1,2065,0,7,0
6,700,75,1,705,0,7,1
6,700,45,1,1305,0,7,2
6,300,15,1,1393,0,7,3
6,300,75,1,731,0,7,4
6,300,45,1,1010,0,7,5
6,700,75,1,617,1,8,0
6,300,45,1,807,0,8,1
6,300,15,1,1164,0,8,2
6,300,75,1,410,0,8,3
6,700,45,1,1004,0,8,4
6,700,15,1,1926,0,8,5
6,300,15,1,2157,0,9,0
6,700,45,1,1437,0,9,1
6,300,45,1,1237,0,9,2
6,700,15,1,1073,0,9,3
6,300,75,1,663,0,9,4
6,700,75,1,1270,0,9,5
