1,500,45,0,545,0,0,0
1,500,75,0,421,0,0,1
1,300,75,0,588,0,0,2
1,300,45,0,480,0,0,3
1,300,15,0,718,0,0,4
1,500,15,0,930,0,0,5
1,500,15,0,666,0,1,0
1,300,15,0,747,0,1,1
1,500,45,0,467,0,1,2
1,300,75,0,415,1,1,3
1,300,45,0,566,0,1,4
1,500,75,0,554,0,1,5
1,300,75,0,384,0,2,0
1,300,15,0,556,0,2,1
1,300,45,0,534,0,2,2
1,500,45,0,631,0,2,3
1,500,75,0,592,0,2,4
1,500,15,0,729,0,2,5
1,300,45,0,552,0,3,0
1,500,15,0,690,0,3,1
1,300,15,0,545,0,3,2
1,500,75,0,694,0,3,3
1,500,45,0,676,0,3,4
1,300,75,0,542,0,3,5
1,300,45,0,538,0,4,0
1,300,15,0,716,0,4,1
1,500,45,0,702,0,4,2
1,500,15,0,706,0,4,3
1,300,75,0,516,0,4,4
1,500,75,0,544,0,4,5
1,500,45,0,571,0,5,0
1,300,15,0,492,0,5,1
1,300,75,0,428,0,5,2
1,500,75,0,661,0,5,3
1,300,45,0,455,0,5,4
1,500,15,0,829,0,5,5
1,300,45,0,423,0,6,0
1,300,75,0,427,0,6,1
1,500,75,0,435,0,6,2
1,300,15,0,685,0,6,3
1,500,45,0,467,0,6,4
1,500,15,0,697,0,6,5
1,500,15,0,534,0,7,0
1,500,75,0,594,0,7,1
1,500,45,0,550,0,7,2
1,300,75,0,443,0,7,3
1,300,15,0,833,0,7,4
1,300,45,0,529,0,7,5
1,300,45,0,458,0,8,0
1,500,15,0,807,0,8,1
1,300,15,0,749,0,8,2
1,500,75,0,495,0,8,3
1,300,75,0,429,1,8,4
1,500,45,0,451,0,8,5
1,500,45,0,457,0,9,0
1,300,45,0,679,0,9,1
1,300,75,0,357,0,9,2
1,300,15,0,669,0,9,3
1,500,75,0,371,0,9,4
1,500,15,0,512,0,9,5
